,anime_id,name,genre,type,episodes,rating,members
3109,21027,Saibi,"Drama, Psychological, Thriller",Movie,1,7.08,1747.0
3110,3751,Sekai Meisaku Douwa Mori wa Ikiteiru,"Fantasy, Kids",Movie,1,7.08,926.0
3111,8767,Shin Tenchi Muyou Specials,"Comedy, Romance, Sci-Fi, Shounen",Special,6,7.08,2233.0
3112,30375,Starmyu,"Music, School, Slice of Life",TV,12,7.08,21032.0
3113,33033,Starmyu OVA,"Music, School, Slice of Life",OVA,2,7.08,2447.0
3114,1584,Stratos 4 Advance Kanketsuhen,"Comedy, Military, Sci-Fi",OVA,2,7.08,1876.0
3115,1568,Sumomomo Momomo Chijou Saikyou no Yome,"Comedy, Martial Arts, Romance",TV,22,7.08,31385.0
3116,3419,Sumomomo Momomo Chijou Saikyou no Yome Specials,"Comedy, Ecchi, Martial Arts, Romance",Special,2,7.08,7082.0
3117,2491,Touch Sebangou no Nai Ace,"Drama, Romance, Sports",Movie,1,7.08,1109.0
3118,1925,Urusei Yatsura Movie 6 Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.08,2553.0
3119,1843,Yomigaeru Sora Rescue Wings Special,"Drama, Military, Seinen",Special,1,7.08,1843.0
3120,9331,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183.0
3121,2706,Bakusou Kyoudai Let1s amp Go WGP,"Cars, Shounen, Sports",TV,51,7.07,2378.0
3122,579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi",TV,15,7.07,22292.0
3123,11285,BlackRock Shooter TV,"Action, Drama, School, Slice of Life",TV,8,7.07,198991.0
3124,3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444.0
3125,31105,Buddy Complex Daremo Shiranai Ashita e,"Action, Mecha, Sci-Fi",ONA,1,7.07,987.0
3126,31196,Cardfight Vanguard G GIRS Crisishen,"Action, Game, Shounen",TV,26,7.07,3060.0
3127,12255,Carnival Phantasm Illyajou,"Comedy, Parody",Special,1,7.07,19277.0
3128,8358,Crayon Shinchan Movie 01 Action Kamen vs Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999.0
3129,8360,Crayon Shinchan Movie 06 Dengeki Buta no Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1346.0
3130,10017,Dragon Ball Super Saiyajin Zetsumetsu Keikaku,"Adventure, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,1,7.07,15280.0
3131,127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.07,14582.0
3132,2165,Gegege no Kitarou 2007,"Comedy, Fantasy, Horror",TV,100,7.07,1656.0
3133,3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51,7.07,2938.0
3134,10950,Ghost in the Shell Stand Alone Complex  Solid State Society 3D  Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,3,7.07,3121.0
3135,5217,Goal FH Field Hunter,"Action, Sports",TV,39,7.07,737.0
3136,30533,Gundam Build Fighters Try Island Wars,"Action, Mecha, Sci-Fi",OVA,1,7.07,3569.0
3137,25087,Ie Naki Ko Remi Specials 2001,"Adventure, Drama, Slice of Life",Special,2,7.07,313.0
3138,4205,Kimikiss Pure Rouge Special,"Romance, School",Special,1,7.07,9144.0
3139,6293,Koukou Butouden Crows,"Action, School, Shounen",OVA,2,7.07,1509.0
3140,4078,Kyou no 5 no 2 Kagai Jugyou Mizukake,"Comedy, Ecchi, School, Seinen",Special,1,7.07,4623.0
3141,1399,Macross 7 Encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,3,7.07,5616.0
3142,632,Mahoromatic End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.07,4783.0
3143,2751,Miyori no Mori,"Drama, Fantasy, Slice of Life",Special,1,7.07,6273.0
3144,31138,Overlord Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8,7.07,25625.0
3145,6902,Saikyou Bushouden Sangoku Engi,Historical,TV,52,7.07,1363.0
3146,1260,Saint Seiya Saishuu Seisen no Senshitachi,"Adventure, Sci-Fi, Shounen",Movie,1,7.07,8217.0
3147,5203,Shin Maple Town Monogatari Palm Townhen,"Fantasy, Slice of Life",TV,44,7.07,589.0
3148,4810,Shinzou Ningen Casshern,Action,TV,35,7.07,2822.0
3149,2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,25,7.07,1920.0
3150,1208,Tatsu no Ko Tarou,"Adventure, Demons, Fantasy, Historical",Movie,1,7.07,1850.0
3151,2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,2,7.07,1588.0
3152,9874,Touhou Niji Sousaku Doujin Anime Musou Kakyou,"Fantasy, Magic",OVA,2,7.07,18305.0
3153,1892,YAT Anshin Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,25,7.07,486.0
3154,15489,YuGiOh Zexal Second,"Action, Fantasy, Game, Shounen",TV,73,7.07,11293.0
3155,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita,"Comedy, Ecchi, Fantasy, Romance",TV,12,7.07,115338.0
3156,7669,quotBungaku Shoujoquot Kyou no Oyatsu Hatsukoi,"Comedy, Fantasy, School",OVA,1,7.06,14351.0
3157,873,hackRoots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26,7.06,50480.0
3158,9776,AChannel,"Comedy, School, Seinen, Slice of Life",TV,12,7.06,58564.0
3159,8,Beet the Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.06,9848.0
3160,13145,Cardfight Vanguard Asia Circuithen,"Action, Adventure, Demons, Game, Shounen",TV,39,7.06,11031.0
3161,30903,Children Record,Music,Music,2,7.06,745.0
3162,16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13,7.06,101266.0
3163,1151,Dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,4,7.06,7850.0
3164,9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100.0
3165,11809,gdgd Fairies,Comedy,TV,12,7.06,2284.0
3166,5688,Gegege no Kitarou 1968,"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,65,7.06,1276.0
3167,2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,47,7.06,367.0
3168,456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26,7.06,12234.0
3169,1180,Hyper Police,"Action, Comedy, Police, Romance, Sci-Fi",TV,25,7.06,4973.0
3170,10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,7.06,19904.0
3171,1637,Kaze to Ki no Uta Sanctus Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1,7.06,6105.0
3172,3281,Kinnikuman Kinnikusei Oui Soudatsuhen,"Action, Comedy, Shounen, Sports",TV,46,7.06,676.0
3173,3019,Lupin III Kiri no Elusive,"Action, Adventure, Comedy, Shounen",Special,1,7.06,2693.0
3174,673,MaiHiME Specials,Comedy,Special,27,7.06,9210.0
3175,9712,MariaHolic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12,7.06,40502.0
3176,32534,Monkey King Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,1,7.08,499.0
3177,16910,Namiuchigiwa no Muromisan,"Comedy, Fantasy, Slice of Life",TV,13,7.06,25564.0
3178,12119,Natsuiro Kiseki,"School, Slice of Life, Supernatural",TV,12,7.06,26883.0
3179,1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6,7.06,5062.0
3180,32468,Nirvana,Music,Music,1,7.06,1760.0
3181,25099,Ore ga Ojousama Gakkou ni quotShomin Samplequot Toshite GetsSareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774.0
3182,12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.06,19427.0
3183,1710,RockmanEXE,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,56,7.06,19212.0
3184,12223,Scryed Alteration II Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.06,2438.0
3185,31374,Shingeki Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,12,7.06,52928.0
3186,32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,7.06,3495.0
3187,10014,Shouwa Monogatari,"Drama, Historical",TV,13,7.06,3563.0
3188,3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural",Special,2,7.06,12223.0
3189,21409,The iDOLMSTER Cinderella Girls 2nd Anniversary PV,Music,Music,1,7.06,2408.0
3190,1897,Zettai Muteki RaijinOh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,51,7.06,592.0
3191,308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,26,7.06,11165.0
3192,2404,ZombieLoan,"Action, Horror, Shounen, Supernatural",TV,11,7.06,93637.0
3193,10737,AChannel AChannel,"Comedy, School, Seinen, Slice of Life",Special,11,7.05,12631.0
3194,8285,Ai no Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,22,7.05,524.0
3195,1798,Animation Seisaku Shinkou Kuromichan 2,"Comedy, Drama, Parody",OVA,1,7.05,3841.0
3196,834,Bleach The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241.0
3197,2692,CB Chara Go Nagai World,"Action, Comedy, Parody",OVA,3,7.05,989.0
3198,1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",TV,26,7.05,7830.0
3199,8728,Code Geass Hangyaku no Lelouch  Kiseki no Birthday Picture Drama,"School, Supernatural",Special,1,7.05,18422.0
3200,2172,Crayon Shinchan Movie 15 Arashi wo Yobu Utau Ketsu dake Bakudan,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051.0
3201,2595,DCII Da Capo II,"Drama, Ecchi, Romance, School",TV,13,7.05,25225.0
3202,502,Dragon Ball Movie 1 Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279.0
3203,22695,Dragon Ball Z Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1,7.05,4251.0
3204,870,Dragon Half,"Comedy, Fantasy, Parody",OVA,2,7.05,11596.0
3205,1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,7.05,3300.0
3206,2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40,7.05,428.0
3207,811,I11s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,7.05,17276.0
3208,4935,Ikkyuusan,"Comedy, Historical, Kids",TV,296,7.05,720.0
3209,6566,It1s a Rumic World 50th Anniversary WeeklyShonen Sunday,"Comedy, Sci-Fi",Special,1,7.05,2087.0
3210,143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12,7.05,42927.0
3211,3318,Kimi ga Nozomu Eien Next Season,"Drama, Romance",OVA,4,7.05,21064.0
3212,5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51,7.05,528.0
3213,1400,Macross 7 Movie Ginga ga Ore wo Yondeiru,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1,7.05,5270.0
3214,4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",TV,46,7.05,492.0
3215,2573,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",TV,50,7.05,742.0
3216,196,OnegaiTwins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,7.05,59164.0
3217,19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai SD Chara ni Yoru Short Movie,Comedy,Special,13,7.05,6311.0
3218,31231,Pokemon the Movie XYampZ Volcanion to Karakuri no Magiana,"Adventure, Fantasy, Kids",Movie,1,7.05,3572.0
3219,34325,Pokemon XYampZ Specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,2,7.05,1454.0
3220,1119,Pokemon Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.05,58359.0
3221,1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,4,7.05,3279.0
3222,1489,Renkin Sankyuu Magical Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684.0
3223,10572,RoKyuBu,"Comedy, Ecchi, School, Sports",TV,12,7.05,46940.0
3224,1256,Saint Seiya Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1,7.05,10277.0
3225,789,Shinigami no Ballad,"Drama, Fantasy, Psychological, Supernatural",TV,6,7.05,32297.0
3226,14617,Stranger Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,7.05,4741.0
3227,24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133.0
3228,10923,Tantei Opera Milky Holmes Summer Special,"Comedy, Mystery, Super Power",Special,1,7.05,5050.0
3229,15673,Tell Your World,Music,Music,1,7.05,2630.0
3230,1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754.0
3231,30547,Touhou Niji Sousaku Doujin Anime Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540.0
3232,26453,Tribe Cool Crew,"Music, School",TV,50,7.05,3334.0
3233,5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,112,7.05,550.0
3234,2006,YuGiOh 1999,"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934.0
3235,303,Aa Megamisama Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48,7.04,15937.0
3236,3266,Ai Yori Aoshi Enishi  Miyuki,"Comedy, Drama, Romance",Special,1,7.04,12647.0
3237,3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13,7.04,41920.0
3238,280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51,7.04,1511.0
3239,1797,Animation Seisaku Shinkou Kuromichan,"Comedy, Drama, Parody",OVA,1,7.04,5794.0
3240,5116,Candy Boy Episode EX01  Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,1,7.04,16405.0
3241,27653,Crayon Shinchan Movie 23 Ora no Hikkoshi Monogatari  Saboten Daisuugeki,"Comedy, Kids, Shounen",Movie,1,7.04,478.0
3242,17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,7.04,46874.0
3243,8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30,7.04,22723.0
3244,28221,Etotama,"Action, Comedy, Fantasy",TV,12,7.04,36463.0
3245,5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",TV,11,7.04,8554.0
3246,19261,Gintama x Mameshiba,"Comedy, Parody",Special,6,7.04,5566.0
3247,18343,Girls und Panzer Fushou  Akiyama Yukari no Sensha Kouza,"Military, School",Special,6,7.04,5867.0
3248,2280,Hare Tokidoki Buta TV,Comedy,TV,61,7.04,607.0
3249,2999,Hi no Tori Yamatohen,"Drama, Historical",OVA,1,7.04,1069.0
3250,10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.04,85178.0
3251,21511,Kantai Collection KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,7.04,100999.0
3252,32376,Kindaichi Shounen no Jikenbo Returns 2nd Season Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1,7.04,625.0
3253,15819,Kindaichi Shounen no Jikenbo Kuromajutsu Satsujin Jikenhen,"Mystery, Shounen",OVA,2,7.04,782.0
3254,580,Kogepan,Comedy,TV,10,7.04,4436.0
3255,10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,1,7.04,7198.0
3256,1431,Lupin III Ai no Da Capo  Fujiko1s Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1,7.04,3279.0
3257,1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.04,5199.0
3258,31884,Mahoutsukai Precure,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,48,7.04,3865.0
3259,1951,ManieManie Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.04,9568.0
3260,4232,Mobile Suit Gundam MS IGLOO 2 Gravity of the Battlefront,"Mecha, Sci-Fi",OVA,3,7.04,6864.0
3261,30514,Nisekoimonogatari,Music,ONA,1,7.04,17116.0
3262,12591,Ojamajo Doremi OVA,"Kids, Magic",OVA,3,7.04,799.0
3263,32634,Okusama ga Seitokaichou Okusama Gekijou,"Comedy, Shounen",Special,12,7.04,4250.0
3264,33606,One Piece Film Gold Episode 0  711 ver,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.04,4166.0
3265,17115,Pokemon Best Wishes Season 2 Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,14,7.04,13647.0
3266,1525,Pokemon Crystal Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7.04,13929.0
3267,16678,Pokemon Pikachu to Eevee Friends,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.04,3849.0
3268,32160,Precure All Stars Movie Minna de Utau  Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,7.04,699.0
3269,31559,Prince of Stride Alternative,Sports,TV,12,7.04,79630.0
3270,5996,Prince of Tennis Oshougatsu Special,"Action, Comedy, Shounen, Sports",Special,1,7.04,5000.0
3271,1357,Shin Hokuto no Ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,3,7.04,6426.0
3272,28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,1,7.04,31182.0
3273,7768,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,12,7.04,28812.0
3274,4208,Tetsujin 28gou 1980,"Action, Mecha",TV,51,7.04,821.0
3275,2625,TheDoraemons The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.04,621.0
3276,4166,To Heart 2 AD,"Comedy, Ecchi, Romance",OVA,2,7.04,4412.0
3277,687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,52,7.04,67936.0
3278,711,Uchuu Senkan Yamato Movie,"Drama, Military, Sci-Fi, Space",Movie,1,7.04,2154.0
3279,8422,Vampire Knight Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,7.04,23727.0
3280,2746,Vexille 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Movie,1,7.04,14754.0
3281,19023,Wake Up Girls,"Drama, Music",TV,12,7.04,29679.0
3282,6165,White Album 2nd Season,"Drama, Harem, Music, Romance",TV,13,7.04,24889.0
3283,6489,Zero no Tsukaima Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,7.04,23532.0
3284,1249,Zone of the Enders Dolores I,"Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26,7.04,6753.0
3285,31763,Accel World InfiniteBurst,"Action, Game, Romance, School, Sci-Fi",Movie,1,7.03,21916.0
3286,1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,6,7.03,10953.0
3287,10431,Baka to Test to Shoukanjuu Matsuri  Sentaku ni Yotte Tenkai ga Kawaru quotLIPS Eizouquot,"Comedy, Parody",ONA,1,7.03,18934.0
3288,11703,CodeBreaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,13,7.03,135255.0
3289,891,Dragon Ball Movie 2 Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.03,27194.0
3290,12035,Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Movie,1,7.03,2697.0
3291,9347,Fortune Arterial Akai Yakusoku  Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,1,7.03,18682.0
3292,1929,Futari wa Precure Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,47,7.03,7189.0
3293,981,Ichigo 100 OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,4,7.03,19508.0
3294,20945,Iron Kid,"Action, Adventure, Comedy, Sci-Fi",TV,26,7.03,908.0
3295,11281,Keroro Gunsou Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,1,7.03,613.0
3296,5968,Kinnikuman II Sei Ultimate Muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,13,7.03,2019.0
3297,18045,Koi to Senkyo to Chocolate Special,"Drama, Romance, School",Special,1,7.03,15430.0
3298,1578,Koisuru Tenshi Angelique Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,13,7.03,6786.0
3299,1032,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,1,7.03,3536.0
3300,33197,Lostorage Incited WIXOSS,"Game, Psychological",TV,12,7.03,21893.0
3301,1415,Lupin III Bye Bye Liberty  Kiki Ippatsu,"Action, Adventure, Comedy, Shounen",Special,1,7.03,3235.0
3302,9630,Mini Sengoku Basara Two Tsukiyo no Katakurakun,"Comedy, Historical",Special,7,7.03,3232.0
3303,2613,Mirai Shounen Conan 2 Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931.0
3304,2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi",Special,1,7.03,15958.0
3305,1174,Munto,"Fantasy, Magic, Romance",OVA,1,7.03,12271.0
3306,31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,7.03,168482.0
3307,229,Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,12,7.03,23125.0
3308,28431,Pokemon Omega Ruby amp Alpha Sapphire Mega Special Animation,"Action, Adventure, Fantasy, Kids",ONA,1,7.04,4068.0
3309,6201,Princess Lover,"Comedy, Ecchi, Harem, School",TV,12,7.03,104098.0
3310,1954,Rayearth,"Action, Adventure, Fantasy",OVA,3,7.03,9637.0
3311,1942,Rocket Girls,"Adventure, Sci-Fi",TV,12,7.03,4794.0
3312,28105,Shirobako Specials,"Adventure, Comedy",Special,2,7.03,11669.0
3313,33491,Shounen Maid Special,"Comedy, Shoujo, Slice of Life",OVA,1,7.03,2480.0
3314,508,Tottoko Hamtarou,"Adventure, Comedy, Kids",TV,296,7.03,29433.0
3315,1549,1000nen Joou Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,1,7.02,2078.0
3316,2832,AniKuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,15,7.02,12926.0
3317,971,Astro Boy Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,50,7.02,9331.0
3318,4999,Asu no Yoichi,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12,7.02,110748.0
3319,23369,Bakuman 2nd Season Special,Comedy,Special,1,7.02,6812.0
3320,1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,52,7.02,22429.0
3321,1186,Battle Athletess Daiundoukai TV,"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,26,7.02,4806.0
3322,8440,Black Lagoon Omake,Comedy,Special,7,7.02,33923.0
3323,3456,CandyBoy Side Story For Archive,"Romance, School, Shoujo Ai",ONA,1,7.02,20294.0
3324,2118,Captain Tsubasa Europe Daikessen,"Action, Shounen, Sports",Movie,1,7.02,2819.0
3325,1890,Clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,1,7.02,8524.0
3326,10116,Crayon Shinchan Movie 19 Arashi wo Yobu Ougon no Spy Daisakusen,Comedy,Movie,1,7.02,795.0
3327,956,Daikuu Maryuu Gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,7.02,919.0
3328,24169,Detective Conan The Fugitive Kogorou Mouri,"Comedy, Mystery",ONA,1,7.02,2403.0
3329,3031,Digimon Frontier Ornismon Fukkatsu,"Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,7.02,11973.0
3330,993,Dual Parallel Trouble Adventures Special,"Comedy, Drama, Harem, Mecha, Romance, Sci-Fi",Special,1,7.02,3631.0
3331,7559,Fatestay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,2,7.02,23498.0
3332,126,Futakoi Alternative,"Comedy, Drama, Romance",TV,13,7.02,21516.0
3333,3519,Garakutadoori no Stain,Comedy,TV,13,7.02,641.0
3334,4240,Ginga Senpuu Braiger,"Action, Adventure, Mecha, Space",TV,39,7.02,886.0
3335,12481,Gregory Horror Show The Second Guest,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,25,7.02,603.0
3336,2230,Hana no Ko Lunlun,"Drama, Magic, Shoujo",TV,50,7.02,2080.0
3337,11161,Hoshizora e Kakaru Hashi Kakaru ka Gakuensai ni Koi no Hashi,"Comedy, Ecchi, Romance, School",Special,1,7.02,17770.0
3338,642,Ichigo 100 Koi ga Hajimaru Satsuei Gasshuku  Yureru Kokoro ga Higashi e Nishi e,"Ecchi, Romance, Shounen",Special,1,7.02,13415.0
3339,1192,Kakurenbo,"Horror, Psychological, Supernatural",Movie,1,7.02,22853.0
3340,2487,Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",TV,39,7.02,756.0
3341,10213,Maji de Watashi ni Koi Shinasai,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,12,7.02,116683.0
3342,2501,Papuwa,"Adventure, Comedy",TV,26,7.02,973.0
3343,2201,Pokemon Advanced Generation Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,7.02,34055.0
3344,212,Project AKo,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,7.02,7846.0
3345,11227,Rinne no Lagrange,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.02,41486.0
3346,29317,Saenai Heroine no Sodatekata Ai to Seishun no Service Kai,"Comedy, Ecchi, Harem, Romance",Special,1,7.01,41444.0
3347,419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,26,7.02,38580.0
3348,8677,Sangokushi 1985,Historical,Special,1,7.02,231.0
3349,11751,Senki Zesshou Symphogear MeteoroidFalling Burning and Disappear Then,"Action, Music, Sci-Fi",TV,13,7.02,47588.0
3350,7375,Shakugan no Shana S Specials,"Comedy, Parody",Special,4,7.02,18190.0
3351,2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,52,7.02,656.0
3352,1587,Tenpou Ibun Ayakashi Ayashi,"Demons, Historical, Supernatural",TV,25,7.02,10364.0
3353,2715,Totsuzen Neko no Kuni Banipal Witt,Adventure,Movie,1,7.02,1138.0
3354,1540,Touch Miss Lonely Yesterday  Are kara Kimi wa,"Romance, Shounen, Sports",Special,1,7.02,1627.0
